,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,cap malheureux,-19.98,57.61,68.0,71,2,5.01,MU,1604001826
285,malanje,-9.54,16.34,67.51,94,100,3.47,AO,1604001826
286,charters towers,-20.1,146.27,67.46,71,0,6.04,AU,1604001826
287,geraldton,-28.77,114.6,68.0,77,68,3.51,AU,1604001433
288,marsa matruh,31.35,27.25,71.6,56,0,5.82,EG,1604001826
289,demmin,53.91,13.03,50.0,81,75,8.05,DE,1604001826
290,isangel,-19.55,169.27,76.66,76,5,15.75,VU,1604001400
291,honavar,14.28,74.45,75.9,73,100,5.28,IN,1604001827
292,inta,66.03,60.17,35.62,94,100,18.12,RU,1604001827
293,lavrentiya,65.58,-171.0,22.66,90,0,7.92,RU,1604001431
294,sabha,27.04,14.43,67.46,39,0,12.59,LY,1604001827
295,sorland,67.67,12.69,41.0,60,75,16.11,NO,1604001519
296,dalbandin,28.89,64.41,54.77,36,0,6.58,PK,1604001827
297,gijon,43.54,-5.66,59.0,87,0,3.33,ES,1604001604
298,shache,38.42,77.24,37.94,54,97,2.89,CN,1604001518
299,caravelas,-17.71,-39.25,78.46,80,100,12.84,BR,1604001471
300,hinton,53.4,-117.59,35.83,80,100,1.16,CA,1604001656
301,akureyri,65.68,-18.09,42.8,75,90,5.82,IS,1604001828
302,kharan,28.58,65.42,58.06,32,0,7.63,PK,1604001670
303,roma,43.21,-75.46,45.0,93,90,3.36,US,1604001574
304,guerrero negro,27.98,-114.06,79.7,17,3,2.66,MX,1604001828
305,bida,9.08,6.02,81.84,45,50,2.39,NG,1604001828
306,lakshmipur,22.95,90.83,78.44,82,51,6.67,BD,1604001828
307,omboue,-1.57,9.26,76.8,89,100,3.85,GA,1604001828
308,nikel,69.41,30.22,30.2,80,75,21.92,RU,1604001828
309,komotini,41.12,25.4,59.0,78,55,1.99,GR,1604001829
310,avera,33.19,-82.53,86.0,70,90,8.05,US,1604001829
311,colquechaca,-18.67,-66.02,45.64,61,72,9.06,BO,1604001829
312,nadvoitsy,63.87,34.32,46.13,85,100,9.48,RU,1604001829
313,natal,-5.79,-35.21,82.4,69,40,16.11,BR,1604001660
314,debre tabor,11.85,38.02,51.64,67,0,2.28,ET,1604001829
315,buraydah,26.33,43.98,71.6,24,0,6.22,SA,1604001385
316,birpur,26.52,87.02,72.46,63,0,2.21,IN,1604001829
317,skjervoy,70.03,20.97,33.8,86,75,16.11,NO,1604001527
318,milkovo,54.72,158.62,29.57,97,69,0.98,RU,1604001830
319,dingle,11.0,122.67,76.03,89,92,5.82,PH,1604001551
320,san jose,37.34,-121.89,75.0,28,75,3.36,US,1604001698
321,kaeo,-35.1,173.78,63.0,94,100,5.99,NZ,1604001830
322,dunedin,-45.87,170.5,54.0,89,100,1.01,NZ,1604001360
323,santa cruz,-17.8,-63.17,87.8,38,75,26.4,BO,1604001830
324,cayenne,4.93,-52.33,87.8,70,75,11.41,GF,1604001461
325,gouyave,12.16,-61.73,84.2,79,20,11.41,GD,1604001626
326,doka,13.52,35.77,83.43,29,0,4.0,SD,1604001830
327,bambous virieux,-20.34,57.76,68.0,71,6,5.01,MU,1604001830
328,north ogden,41.31,-111.96,60.01,22,1,3.36,US,1604001831
329,la ronge,55.1,-105.28,33.48,90,98,9.82,CA,1604001786
330,iskateley,67.68,53.15,38.57,92,100,19.57,RU,1604001831
331,tilichiki,60.47,166.1,23.23,94,0,3.71,RU,1604001439
332,lagoa,39.05,-27.98,68.7,87,100,24.94,PT,1604001418
333,biu,10.61,12.19,77.76,29,13,6.98,NG,1604001831
334,fare,-16.7,-151.02,80.55,77,35,9.51,PF,1604001549
335,kysyl-syr,63.9,122.76,-7.01,90,2,2.71,RU,1604001832
336,brainerd,46.36,-94.2,33.8,47,1,1.86,US,1604001785
337,vaitape,-16.52,-151.75,81.18,73,0,7.85,PF,1604001832
338,san francisco,37.77,-122.42,73.0,59,1,3.36,US,1604001699
339,kutum,14.2,24.67,77.2,22,46,13.31,SD,1604001832
340,ormara,25.21,64.64,76.17,56,0,6.51,PK,1604001832
341,gigmoto,13.78,124.39,80.49,85,98,10.56,PH,1604001467
342,shingu,33.73,135.98,50.86,71,27,5.77,JP,1604001622
343,vanimo,-2.67,141.3,77.49,84,100,3.74,PG,1604001481
344,vila do maio,15.13,-23.22,82.4,69,0,18.34,CV,1604001833
345,broome,42.25,-75.83,45.0,93,90,5.82,US,1604001428
346,ostrovnoy,68.05,39.51,43.25,84,100,28.34,RU,1604001556
347,ryotsu,38.08,138.43,52.11,63,55,14.34,JP,1604001833
348,buala,-8.14,159.59,79.29,83,100,6.96,SB,1604001553
349,harper,4.38,-7.72,77.52,89,99,6.26,LR,1604001833
350,acapulco,16.86,-99.89,86.0,70,40,3.36,MX,1604001546
351,hals,57.0,10.31,42.01,95,0,8.34,DK,1604001833
352,piney green,34.72,-77.32,82.4,61,75,23.04,US,1604001833
353,meulaboh,4.14,96.13,76.33,84,95,3.04,ID,1604001333
354,walla walla,46.06,-118.34,73.0,32,1,5.82,US,1604001834
355,otavi,-19.65,17.33,73.27,51,34,13.87,NA,1604001834
356,penzance,50.12,-5.54,55.4,100,40,23.04,GB,1604001834
357,sola,-13.88,167.55,80.76,78,100,19.19,VU,1604001834
358,mamallapuram,12.63,80.17,77.0,94,75,2.24,IN,1604001834
359,ucluelet,48.93,-125.55,55.0,94,100,4.36,CA,1604001834
360,ola,59.58,151.28,28.18,92,95,5.03,RU,1604001483
361,san martin,-33.08,-68.47,66.2,24,0,6.93,AR,1604001834
362,bac lieu,9.29,105.72,77.79,86,41,3.29,VN,1604001835
363,sindor,62.86,51.89,39.58,96,100,9.01,RU,1604001836
364,ballitoville,-29.54,31.21,77.0,69,75,17.22,ZA,1604001836
365,chontalpa,17.7,-93.52,82.87,81,100,10.27,MX,1604001836
366,rio branco,-9.97,-67.81,84.2,79,75,8.05,BR,1604001836
367,dakar,14.69,-17.44,84.2,74,0,2.24,SN,1604001785
368,celestun,20.87,-90.4,82.63,73,33,6.89,MX,1604001836
369,jumla,29.27,82.18,43.99,54,0,4.7,NP,1604001559
370,murray bridge,-35.12,139.27,53.01,100,97,4.0,AU,1604001837
371,padang,-0.95,100.35,77.92,71,80,3.33,ID,1604001448
372,barguzin,53.62,109.62,31.66,94,97,3.65,RU,1604001837
373,osoyoos,49.03,-119.45,55.99,61,62,1.54,CA,1604001837
374,izmalkovo,52.69,37.96,43.16,64,100,7.4,RU,1604001837
375,irati,-25.47,-50.65,61.84,94,100,5.12,BR,1604001662
376,port hedland,-20.32,118.57,73.4,88,24,8.05,AU,1604001702
377,terrak,65.09,12.37,42.8,93,75,10.29,NO,1604001837
378,nemuro,43.32,145.57,44.71,85,11,13.6,JP,1604001578
379,visnes,59.36,5.22,51.01,93,75,10.29,NO,1604001837
380,svay rieng,11.09,105.8,76.19,89,81,4.74,KH,1604001838
381,nipawin,53.37,-104.0,33.76,88,100,7.07,CA,1604001838
382,mincivan,39.03,46.72,65.14,40,0,2.95,AZ,1604001838
383,catia la mar,10.6,-67.03,70.0,69,58,5.82,VE,1604001838
384,saint-augustin,51.23,-58.65,35.19,83,78,10.22,CA,1604001763
385,belyy yar,53.6,91.39,26.6,68,0,8.95,RU,1604001838
386,baykit,61.67,96.37,13.51,93,100,1.66,RU,1604001838
387,bukachacha,52.98,116.92,25.07,93,100,0.54,RU,1604001518
388,saint anthony,45.02,-93.22,36.0,55,90,3.36,US,1604001839
389,shakawe,-18.37,21.85,80.96,32,52,3.83,BW,1604001839
390,namikupa,-10.83,39.6,72.14,86,96,3.02,TZ,1604001839
391,san quintin,30.48,-115.95,73.76,37,0,8.9,MX,1604001839
392,kollam,8.88,76.6,82.4,94,20,4.23,IN,1604001839
393,santiago del estero,-27.8,-64.26,80.42,16,0,9.78,AR,1604001792
394,tura,25.52,90.22,71.37,86,0,4.32,IN,1604001839
395,howard springs,-12.5,131.05,80.6,83,40,1.12,AU,1604001785
396,cabedelo,-6.98,-34.83,82.4,65,20,13.87,BR,1604001490
397,the valley,18.22,-63.06,84.2,78,20,17.22,AI,1604001765
398,puerto leguizamo,-0.19,-74.78,95.11,43,8,5.91,CO,1604001840
399,bonavista,48.65,-53.11,37.99,88,95,1.99,CA,1604001840
400,dali,25.7,100.18,55.87,83,62,1.32,CN,1604001840
401,baguanos,20.75,-76.03,84.79,69,3,13.8,CU,1604001840
402,maues,-3.38,-57.72,98.35,36,99,0.81,BR,1604001840
403,mahajanga,-15.72,46.32,84.2,48,40,12.75,MG,1604001840
404,boyolangu,-8.12,111.89,76.23,89,67,1.41,ID,1604001841
405,tessalit,20.2,1.01,81.36,15,1,8.21,ML,1604001465
406,eyl,7.98,49.82,80.2,74,32,4.23,SO,1604001841
407,golden,39.76,-105.22,64.99,41,20,10.29,US,1604001568
408,kinsale,51.71,-8.53,55.99,100,90,24.16,IE,1604001841
409,lucapa,-8.42,20.74,68.88,94,100,3.02,AO,1604001841
410,odesa,46.48,30.73,51.8,93,40,5.41,UA,1604001841
411,bubaque,11.28,-15.83,84.06,75,0,13.02,GW,1604001841
412,constitucion,-35.33,-72.42,62.94,51,0,14.54,CL,1604001543
413,codajas,-3.84,-62.06,89.06,64,100,1.74,BR,1604001577
414,kizukuri,40.81,140.39,46.99,64,77,11.01,JP,1604001842
415,sinop,41.77,34.87,58.87,70,96,0.94,TR,1604001842
416,tirumakudal narsipur,12.21,76.91,66.6,81,100,2.42,IN,1604001842
417,khandyga,62.67,135.6,-0.24,93,97,2.13,RU,1604001842
418,przhevalskoye,55.51,31.85,45.36,90,100,6.64,RU,1604001842
419,katsuura,35.13,140.3,60.8,51,75,18.34,JP,1604001531
420,slave lake,55.28,-114.77,35.42,85,96,4.79,CA,1604001843
421,bara,10.37,10.73,78.98,36,0,1.3,NG,1604001843
422,ahuimanu,21.44,-157.84,81.0,65,40,3.02,US,1604001843
423,rasra,25.85,83.85,69.22,43,0,4.38,IN,1604001843
424,clyde river,70.47,-68.59,21.11,95,100,13.15,CA,1604001567
425,coquimbo,-29.95,-71.34,62.6,63,20,14.99,CL,1604001451
426,tallahassee,30.44,-84.28,79.0,94,90,17.22,US,1604001787
427,verkhnevilyuysk,63.45,120.32,-5.4,91,71,3.85,RU,1604001843
428,valenca do piaui,-6.41,-41.75,96.35,25,90,4.76,BR,1604001844
429,bastia,42.67,9.33,60.01,100,20,4.7,FR,1604001844
430,pella,59.78,30.82,50.0,93,90,2.24,RU,1604001844
431,general pico,-35.66,-63.76,66.87,26,0,9.13,AR,1604001844
432,port blair,11.67,92.75,80.4,84,99,9.15,IN,1604001844
433,bathsheba,13.22,-59.52,77.0,94,40,26.4,BB,1604001395
434,antofagasta,-23.65,-70.4,62.6,63,20,13.87,CL,1604001540
435,waverly,42.74,-84.62,44.01,75,90,9.17,US,1604001844
436,beauchamps,50.01,1.52,57.0,82,100,16.67,FR,1604001785
437,xinyu,27.8,114.93,60.06,88,16,1.88,CN,1604001844
438,alofi,-19.06,-169.92,75.2,64,44,16.11,NU,1604001844
439,half moon bay,37.46,-122.43,72.0,55,5,3.36,US,1604001809
440,hillsborough,37.57,-122.38,72.0,59,1,3.36,US,1604001844
441,ust-kuyga,70.02,135.6,3.4,92,100,1.14,RU,1604001845
442,burnie,-41.07,145.92,50.74,82,46,4.23,AU,1604001845
443,tazovskiy,67.47,78.7,-2.61,93,14,6.71,RU,1604001845
444,portland,45.52,-122.68,60.01,81,90,1.39,US,1604001628
445,touros,-5.2,-35.46,82.4,69,40,16.11,BR,1604001362
446,guanhaes,-18.77,-42.93,76.51,85,100,3.74,BR,1604001695
447,alenquer,-1.94,-54.74,93.2,59,20,16.11,BR,1604001845
448,hofn,64.25,-15.21,45.93,82,100,12.88,IS,1604001845
449,koutsouras,35.03,25.95,66.99,71,7,7.0,GR,1604001845
450,kijabe,-0.93,36.58,55.99,89,80,3.0,KE,1604001845
451,ballina,-28.87,153.57,61.0,100,40,4.23,AU,1604001550
452,challapata,-18.9,-66.77,61.23,24,7,13.38,BO,1604001846
453,erenhot,43.65,111.98,40.75,54,0,8.88,CN,1604001846
454,durres,41.32,19.44,60.8,87,75,2.24,AL,1604001643
455,pavilosta,56.89,21.19,50.0,93,100,5.82,LV,1604001846
456,chumikan,54.72,135.31,30.16,93,53,12.68,RU,1604001846
457,tual,-5.67,132.75,82.81,69,91,6.51,ID,1604001846
458,mokhsogollokh,61.47,128.92,-6.39,92,39,2.24,RU,1604001846
459,jabinyanah,35.03,10.91,64.4,63,0,4.7,TN,1604001846
460,mizan teferi,6.98,35.58,62.13,83,13,2.66,ET,1604001846
461,copiapo,-27.37,-70.33,64.4,55,0,9.17,CL,1604001753
462,nisia floresta,-6.09,-35.21,82.4,69,40,16.11,BR,1604001847
463,bartica,6.4,-58.62,87.8,70,40,13.87,GY,1604001847
464,morant bay,17.88,-76.41,86.0,74,20,14.99,JM,1604001847
465,toledo,39.83,-4.0,57.99,65,0,2.84,ES,1604001847
466,saint-pierre,-21.34,55.48,69.8,68,40,17.22,RE,1604001459
467,minudasht,37.23,55.37,65.32,40,0,2.48,IR,1604001847
468,uddevalla,58.35,11.94,52.0,100,3,5.82,SE,1604001847
469,inhambane,-23.86,35.38,77.0,78,40,6.93,MZ,1604001422
470,tatarka,44.96,41.95,59.0,87,0,13.42,RU,1604001848
471,neiafu,-18.65,-173.98,73.4,69,40,4.7,TO,1604001848
472,manado,1.49,124.85,77.81,82,5,4.36,ID,1604001426
473,verkhnyaya inta,65.98,60.31,35.87,93,100,16.71,RU,1604001848
474,burkburnett,34.1,-98.57,59.0,54,20,17.22,US,1604001848
475,sertanopolis,-23.06,-51.04,75.2,69,0,9.17,BR,1604001725
476,inzhavino,52.32,42.49,43.03,63,81,9.17,RU,1604001848
477,black diamond,47.31,-122.0,60.01,82,64,2.86,US,1604001848
478,podporozhye,60.91,34.17,48.11,95,100,6.06,RU,1604001848
479,lima,-12.04,-77.03,68.0,72,40,9.17,PE,1604001724
480,rochester,43.15,-77.62,48.0,93,90,6.93,US,1604001208
481,tekirdag,40.98,27.51,55.4,93,40,5.82,TR,1604001849
482,lieksa,63.32,30.02,48.36,79,100,15.3,FI,1604001849
483,sayyan,15.17,44.32,51.66,44,0,4.29,YE,1604001849
484,ambositra,-20.52,47.25,58.37,89,88,7.81,MG,1604001849
485,urengoy,65.97,78.37,-1.26,91,0,6.38,RU,1604001849
486,ornskoldsvik,63.29,18.72,35.6,100,0,3.36,SE,1604001849
487,itupiranga,-5.13,-49.33,96.8,41,20,5.82,BR,1604001468
488,rundu,-17.93,19.77,75.96,42,37,2.71,NA,1604001850
489,porto novo,6.5,2.6,82.4,83,40,10.29,BJ,1604001850
490,lompoc,34.64,-120.46,75.99,23,1,8.59,US,1604001451
491,ambatolampy,-19.38,47.42,62.6,82,75,8.05,MG,1604001851
492,elizabeth city,36.29,-76.25,84.2,66,75,26.4,US,1604001851
493,plettenberg bay,-34.05,23.37,57.07,70,100,14.41,ZA,1604001851
494,samarinda,-0.5,117.15,75.22,90,100,1.16,ID,1604001851
495,les cayes,18.2,-73.75,84.16,75,9,7.67,HT,1604001851
496,zabol,32.25,67.25,38.95,58,0,3.27,AF,1604001851
497,shahreza,32.03,51.88,43.99,52,0,3.2,IR,1604001851
498,sarkand,45.41,79.92,31.84,85,2,2.53,KZ,1604001408
499,belmonte,-15.86,-38.88,78.8,78,75,16.11,BR,1604001424
500,siyabuswa,-25.11,29.04,75.09,20,0,9.15,ZA,1604001851
501,vondrozo,-22.82,47.28,60.62,100,97,7.0,MG,1604001852
502,kenai,60.55,-151.26,25.0,79,1,5.95,US,1604001414
503,nabisar,25.07,69.64,79.43,32,0,5.91,PK,1604001852
504,yinchuan,38.47,106.27,47.44,65,0,4.81,CN,1604001660
505,wolgast,54.05,13.77,46.0,90,0,14.38,DE,1604001852
506,goundam,16.41,-3.67,88.74,12,7,11.63,ML,1604001852
507,sembe,1.65,14.58,69.48,95,94,1.39,CG,1604001532
508,quime,-16.98,-67.22,61.81,50,61,8.63,BO,1604001852
509,soller,39.77,2.72,62.01,87,0,2.24,ES,1604001853
510,acajutla,13.59,-89.83,82.4,65,0,3.36,SV,1604001853
511,yichang,30.71,111.28,58.53,69,0,1.99,CN,1604001853
512,terra santa,-2.1,-56.49,100.15,31,45,5.86,BR,1604001853
513,boffa,10.17,-14.03,79.29,82,0,3.76,GN,1604001853
514,erdenet,49.03,104.08,32.32,83,100,2.35,MN,1604001790
515,sampit,-2.53,112.95,73.65,95,100,0.98,ID,1604001853
516,coihaique,-45.58,-72.07,59.0,41,0,5.82,CL,1604001336
517,egvekinot,66.32,-179.17,12.36,85,7,1.63,RU,1604001787
518,agadez,19.75,10.25,75.0,18,0,8.88,NE,1604001853
519,sur,22.57,59.53,72.16,55,0,1.12,OM,1604001454
520,kenora,49.82,-94.43,24.8,62,20,6.93,CA,1604001854
521,muchkapskiy,51.85,42.47,43.93,61,78,9.57,RU,1604001854
522,merauke,-8.47,140.33,78.6,80,11,4.41,ID,1604001305
523,lufilufi,-13.87,-171.6,82.4,83,75,21.63,WS,1604001854
524,baoning,25.34,110.03,62.6,93,40,3.13,CN,1604001854
525,karratha,-20.74,116.85,70.23,88,66,9.75,AU,1604001401
526,tefe,-3.35,-64.71,87.8,74,20,8.05,BR,1604001728
527,hervey bay,-25.3,152.85,66.99,90,0,3.0,AU,1604001854
528,krasnoselkup,65.7,82.47,-3.32,93,0,3.58,RU,1604001568
529,olga,43.74,135.29,37.71,77,48,11.12,RU,1604001855
530,malindi,-3.22,40.12,78.91,79,68,12.06,KE,1604001855
531,bewar,27.22,79.3,70.52,27,0,2.84,IN,1604001855
532,gobabis,-22.45,18.97,74.1,43,100,9.04,NA,1604001855
533,galle,6.04,80.22,78.67,83,96,5.73,LK,1604001585
534,acaponeta,22.5,-105.36,92.07,34,0,4.76,MX,1604001855
535,roald,62.58,6.13,46.4,87,75,9.17,NO,1604001855
536,lakselv,70.05,24.97,35.6,69,20,23.04,NO,1604001855
537,poso,-1.4,120.75,79.0,78,92,5.88,ID,1604001855
538,itarema,-2.92,-39.92,81.59,68,2,19.24,BR,1604001404
539,bella union,-30.28,-57.6,68.63,54,84,12.95,UY,1604001856
540,tekkali,18.62,84.23,73.72,65,58,5.3,IN,1604001856
541,pimentel,-6.84,-79.93,71.6,60,0,24.16,PE,1604001856
542,tigre,-34.43,-58.58,64.99,42,75,12.75,AR,1604001856
543,saint cloud,45.56,-94.16,36.0,47,1,5.82,US,1604001565
544,baoding,38.85,115.49,45.63,61,0,3.15,CN,1604001856
545,lamar,33.67,-95.58,53.01,81,90,16.11,US,1604001633
546,labuan,5.28,115.24,82.4,88,20,3.36,MY,1604001856
547,san cristobal,7.77,-72.22,75.85,82,91,2.42,VE,1604001780
548,mezen,65.85,44.24,43.02,90,59,11.05,RU,1604001856
549,santa marta,11.24,-74.2,87.01,75,100,1.01,CO,1604001701
550,hattiesburg,31.33,-89.29,64.4,45,1,12.75,US,1604001715
551,verkhoshizhemye,58.01,49.1,31.35,95,60,8.21,RU,1604001857
552,tucuma,-0.18,-50.05,86.63,64,94,8.59,BR,1604001575
553,komsomolskiy,40.43,71.72,41.0,44,0,4.7,UZ,1604001390
554,mangotsfield,51.49,-2.5,57.0,93,90,14.99,GB,1604001857
555,male,4.17,73.51,81.86,76,100,8.93,MV,1604001710
556,butia,-30.12,-51.96,64.31,70,100,4.61,BR,1604001857
557,praia da vitoria,38.73,-27.07,68.0,88,40,12.57,PT,1604001857
558,tongchuan,35.08,109.09,47.89,78,9,4.29,CN,1604001857
559,viru,-8.42,-78.75,66.2,72,40,19.46,PE,1604001857
560,mailsi,29.8,72.18,67.86,25,0,2.93,PK,1604001858
561,haines junction,60.75,-137.51,23.94,91,100,2.57,CA,1604001858
562,biak,-0.91,122.88,77.58,77,44,1.99,ID,1604001521
563,athens,37.98,23.72,64.99,77,20,3.0,GR,1604001731
564,nea alikarnassos,35.33,25.17,66.2,77,20,7.34,GR,1604001858
565,asfi,32.3,-9.24,69.84,63,20,10.76,MA,1604001858
566,kamaishi,39.27,141.88,46.08,70,37,5.03,JP,1604001435
567,soure,-0.72,-48.52,83.8,72,94,13.15,BR,1604001858
